"","Date","DateTime","isCar","Municipality_Code","Reason","Count"
"10094",2014-05-29,2014-05-29 03:36:00,"1","1495","Other Reason",1
"10095",2014-05-29,2014-05-29 04:18:00,"1","0127","Other Reason",1
"10096",2014-05-29,2014-05-29 08:10:00,"1","0181","Technical Malfunctioning",1
"10097",2014-05-29,2014-05-29 10:08:00,"1","1280","Technical Malfunctioning",1
"10098",2014-05-29,2014-05-29 14:42:00,"1","0180","Other Reason",1
"10099",2014-05-29,2014-05-29 14:57:00,"0","0139","Technical Malfunctioning",1
"10100",2014-05-29,2014-05-29 17:20:00,"1","2580","Other Reason",1
"10101",2014-05-29,2014-05-29 19:12:00,"1","2284","Other Reason",1
"10102",2014-05-29,2014-05-29 19:43:00,"0","0126","Technical Malfunctioning",1
"10103",2014-05-29,2014-05-29 19:57:00,"1","1482","Other Reason",1
"10104",2014-05-29,2014-05-29 20:46:00,"1","2523","Other Reason",1
"10105",2014-05-29,2014-05-29 23:46:00,"1","1480","Arson",1
"10106",2014-05-29,2014-05-29 23:56:00,"1","1480","Arson",1
"10107",2014-05-30,2014-05-30 01:09:00,"1","1494","Arson",1
"10108",2014-05-30,2014-05-30 01:38:00,"1","1480","Arson",1
"10109",2014-05-30,2014-05-30 02:09:00,"1","1280","Arson",1
"10110",2014-05-30,2014-05-30 05:23:00,"1","1415","Technical Malfunctioning",1
"10111",2014-05-30,2014-05-30 05:55:00,"1","1480","Arson",1
"10112",2014-05-30,2014-05-30 06:45:00,"1","1480","Technical Malfunctioning",1
"10113",2014-05-30,2014-05-30 16:46:00,"1","1415","Technical Malfunctioning",1
"10114",2014-05-30,2014-05-30 19:32:00,"1","0126","Other Reason",1
"10115",2014-05-30,2014-05-30 22:10:00,"1","1480","Other Reason",1
"10116",2014-05-31,2014-05-31 00:13:00,"1","1280","Other Reason",1
"10117",2014-05-31,2014-05-31 00:26:00,"1","0180","Other Reason",1
"10118",2014-05-31,2014-05-31 06:29:00,"1","0180","Arson",1
"10119",2014-05-31,2014-05-31 12:06:00,"1","2080","Other Reason",1
"10120",2014-05-31,2014-05-31 12:27:00,"0","1490","Other Reason",1
"10121",2014-05-31,2014-05-31 12:32:00,"0","0861","Technical Malfunctioning",1
"10122",2014-05-31,2014-05-31 14:28:00,"1","1257","Technical Malfunctioning",1
"10123",2014-05-31,2014-05-31 15:49:00,"1","0180","Arson",1
"10124",2014-05-31,2014-05-31 20:04:00,"0","1280","Arson",1
"10125",2014-05-31,2014-05-31 20:32:00,"1","2482","Other Reason",1
"10126",2014-05-31,2014-05-31 20:50:00,"1","0682","Technical Malfunctioning",1
"10127",2014-06-01,2014-06-01 00:43:00,"1","0126","Other Reason",1
"10128",2014-06-01,2014-06-01 01:24:00,"1","2510","Technical Malfunctioning",1
"10129",2014-06-01,2014-06-01 01:32:00,"1","1480","Arson",1
"10130",2014-06-01,2014-06-01 02:27:00,"1","2081","Arson",1
"10131",2014-06-01,2014-06-01 02:31:00,"1","2080","Arson",1
"10132",2014-06-01,2014-06-01 03:10:00,"1","1480","Other Reason",1
"10133",2014-06-01,2014-06-01 04:22:00,"1","0180","Arson",1
"10134",2014-06-01,2014-06-01 06:01:00,"1","1265","Other Reason",1
"10135",2014-06-01,2014-06-01 06:51:00,"1","2085","Other Reason",1
"10136",2014-06-01,2014-06-01 07:03:00,"1","0180","Arson",1
"10137",2014-06-01,2014-06-01 14:19:00,"0","0188","Other Reason",1
"10138",2014-06-01,2014-06-01 17:37:00,"1","0781","Other Reason",1
"10139",2014-06-01,2014-06-01 19:41:00,"1","2081","Technical Malfunctioning",1
"10140",2014-06-01,2014-06-01 19:53:00,"1","1293","Other Reason",1
"10141",2014-06-01,2014-06-01 20:31:00,"1","0319","Other Reason",1
"10142",2014-06-02,2014-06-02 01:37:00,"1","1440","Other Reason",1
"10143",2014-06-02,2014-06-02 01:39:00,"1","0136","Other Reason",1
"10144",2014-06-02,2014-06-02 01:53:00,"1","1402","Arson",1
"10145",2014-06-02,2014-06-02 03:16:00,"1","0180","Arson",1
"10146",2014-06-02,2014-06-02 03:38:00,"1","1230","Other Reason",1
"10147",2014-06-02,2014-06-02 09:35:00,"0","1281","Other Reason",1
"10148",2014-06-02,2014-06-02 11:11:00,"0","0483","Other Reason",1
"10149",2014-06-02,2014-06-02 13:33:00,"1","0586","Other Reason",1
"10150",2014-06-02,2014-06-02 15:41:00,"0","1980","Arson",1
"10151",2014-06-02,2014-06-02 17:21:00,"1","0483","Other Reason",1
"10152",2014-06-02,2014-06-02 22:05:00,"1","1384","Other Reason",1
"10153",2014-06-02,2014-06-02 22:32:00,"0","1480","Arson",1
"10154",2014-06-02,2014-06-02 22:36:00,"1","0980","Other Reason",1
"10155",2014-06-03,2014-06-03 00:37:00,"1","0581","Arson",1
"10156",2014-06-03,2014-06-03 00:39:00,"1","1280","Other Reason",1
"10157",2014-06-03,2014-06-03 01:17:00,"1","2580","Arson",1
"10158",2014-06-03,2014-06-03 02:15:00,"1","2580","Arson",1
"10159",2014-06-03,2014-06-03 02:16:00,"1","1280","Arson",1
"10160",2014-06-03,2014-06-03 03:30:00,"1","1383","Arson",1
"10161",2014-06-03,2014-06-03 07:10:00,"0","1480","Arson",1
"10162",2014-06-03,2014-06-03 08:09:00,"1","0180","Technical Malfunctioning",1
"10163",2014-06-03,2014-06-03 14:39:00,"1","2580","Other Reason",1
"10164",2014-06-03,2014-06-03 17:12:00,"1","1272","Other Reason",1
"10165",2014-06-03,2014-06-03 18:29:00,"1","0191","Technical Malfunctioning",1
"10166",2014-06-03,2014-06-03 22:58:00,"1","0180","Other Reason",1
"10167",2014-06-03,2014-06-03 23:27:00,"1","0180","Arson",1
"10168",2014-06-04,2014-06-04 00:24:00,"1","0380","Arson",1
"10169",2014-06-04,2014-06-04 00:43:00,"1","0139","Arson",1
"10170",2014-06-04,2014-06-04 01:07:00,"0","1480","Other Reason",1
"10171",2014-06-04,2014-06-04 03:27:00,"1","0163","Other Reason",1
"10172",2014-06-04,2014-06-04 04:38:00,"1","2482","Arson",1
"10173",2014-06-04,2014-06-04 12:30:00,"1","2282","Technical Malfunctioning",1
"10174",2014-06-04,2014-06-04 14:07:00,"1","2029","Technical Malfunctioning",1
"10175",2014-06-04,2014-06-04 16:45:00,"1","1083","Technical Malfunctioning",1
"10176",2014-06-04,2014-06-04 16:52:00,"1","0861","Technical Malfunctioning",1
"10177",2014-06-04,2014-06-04 17:12:00,"1","1980","Other Reason",1
"10178",2014-06-04,2014-06-04 22:41:00,"1","0160","Arson",1
"10179",2014-06-04,2014-06-04 23:31:00,"0","1280","Other Reason",1
"10180",2014-06-05,2014-06-05 00:52:00,"1","0181","Other Reason",1
"10181",2014-06-05,2014-06-05 00:55:00,"1","1488","Other Reason",1
"10182",2014-06-05,2014-06-05 01:24:00,"1","0160","Arson",1
"10183",2014-06-05,2014-06-05 08:45:00,"1","0881","Other Reason",1
"10184",2014-06-05,2014-06-05 11:56:00,"0","0380","Other Reason",1
"10185",2014-06-05,2014-06-05 20:27:00,"1","0117","Other Reason",1
"10186",2014-06-05,2014-06-05 23:10:00,"1","0191","Arson",1
"10187",2014-06-05,2014-06-05 23:26:00,"1","1280","Other Reason",1
"10188",2014-06-06,2014-06-06 00:59:00,"1","1083","Other Reason",1
"10189",2014-06-06,2014-06-06 03:01:00,"1","1480","Arson",1
"10190",2014-06-06,2014-06-06 04:30:00,"1","0380","Technical Malfunctioning",1
"10191",2014-06-06,2014-06-06 05:26:00,"1","0380","Other Reason",1
"10192",2014-06-06,2014-06-06 06:19:00,"1","1080","Other Reason",1
"10193",2014-06-06,2014-06-06 08:27:00,"1","1860","Arson",1
"10194",2014-06-06,2014-06-06 11:03:00,"0","1783","Other Reason",1
"10195",2014-06-06,2014-06-06 14:05:00,"1","2481","Technical Malfunctioning",1
"10196",2014-06-06,2014-06-06 15:40:00,"0","1280","Arson",1
"10197",2014-06-06,2014-06-06 20:58:00,"0","1480","Other Reason",1
"10198",2014-06-06,2014-06-06 21:17:00,"0","1480","Arson",1
"10199",2014-06-07,2014-06-07 01:16:00,"1","1380","Other Reason",1
"10200",2014-06-07,2014-06-07 01:37:00,"0","2580","Arson",1
"10201",2014-06-07,2014-06-07 01:47:00,"1","1381","Arson",1
"10202",2014-06-07,2014-06-07 04:37:00,"1","0580","Arson",1
"10203",2014-06-07,2014-06-07 12:58:00,"1","0127","Other Reason",1
"10204",2014-06-07,2014-06-07 14:09:00,"1","2082","Technical Malfunctioning",1
"10205",2014-06-07,2014-06-07 19:25:00,"1","0191","Technical Malfunctioning",1
"10206",2014-06-08,2014-06-08 00:43:00,"1","0580","Arson",1
"10207",2014-06-08,2014-06-08 01:37:00,"1","1484","Other Reason",1
"10208",2014-06-08,2014-06-08 01:41:00,"1","0115","Other Reason",1
"10209",2014-06-08,2014-06-08 02:05:00,"1","0127","Other Reason",1
"10210",2014-06-08,2014-06-08 03:40:00,"1","1463","Other Reason",1
"10211",2014-06-08,2014-06-08 04:03:00,"1","0380","Other Reason",1
"10212",2014-06-08,2014-06-08 08:41:00,"1","0380","Other Reason",1
"10213",2014-06-08,2014-06-08 09:26:00,"1","2581","Arson",1
"10214",2014-06-08,2014-06-08 12:54:00,"0","0580","Technical Malfunctioning",1
"10215",2014-06-08,2014-06-08 13:40:00,"1","1470","Technical Malfunctioning",1
"10216",2014-06-08,2014-06-08 13:53:00,"1","0181","Other Reason",1
"10217",2014-06-08,2014-06-08 17:24:00,"1","2281","Other Reason",1
"10218",2014-06-08,2014-06-08 18:48:00,"1","0643","Other Reason",1
"10219",2014-06-08,2014-06-08 22:58:00,"1","0123","Arson",1
"10220",2014-06-09,2014-06-09 00:24:00,"1","0380","Other Reason",1
"10221",2014-06-09,2014-06-09 01:37:00,"1","0484","Technical Malfunctioning",1
"10222",2014-06-09,2014-06-09 03:09:00,"1","0180","Arson",1
"10223",2014-06-09,2014-06-09 05:17:00,"0","1280","Other Reason",1
"10224",2014-06-09,2014-06-09 07:00:00,"1","1082","Technical Malfunctioning",1
"10225",2014-06-09,2014-06-09 11:56:00,"1","0581","Technical Malfunctioning",1
"10226",2014-06-09,2014-06-09 13:39:00,"1","0180","Technical Malfunctioning",1
"10227",2014-06-09,2014-06-09 20:23:00,"0","0381","Technical Malfunctioning",1
"10228",2014-06-09,2014-06-09 21:57:00,"1","1490","Arson",1
"10229",2014-06-09,2014-06-09 22:28:00,"0","0763","Other Reason",1
"10230",2014-06-09,2014-06-09 23:31:00,"0","1495","Other Reason",1
"10231",2014-06-09,2014-06-09 23:41:00,"0","1480","Arson",1
"10232",2014-06-10,2014-06-10 00:04:00,"1","2284","Technical Malfunctioning",1
"10233",2014-06-10,2014-06-10 00:27:00,"1","0580","Arson",1
"10234",2014-06-10,2014-06-10 03:11:00,"1","1419","Other Reason",1
"10235",2014-06-10,2014-06-10 03:44:00,"1","2023","Other Reason",1
"10236",2014-06-10,2014-06-10 08:13:00,"1","0127","Technical Malfunctioning",1
"10237",2014-06-10,2014-06-10 09:12:00,"0","1282","Other Reason",1
"10238",2014-06-10,2014-06-10 13:21:00,"0","0380","Other Reason",1
"10239",2014-06-10,2014-06-10 13:28:00,"1","1737","Technical Malfunctioning",1
"10240",2014-06-10,2014-06-10 13:57:00,"1","1282","Other Reason",1
"10241",2014-06-10,2014-06-10 14:00:00,"0","0840","Other Reason",1
"10242",2014-06-10,2014-06-10 15:32:00,"1","1715","Technical Malfunctioning",1
"10243",2014-06-10,2014-06-10 18:49:00,"1","2080","Other Reason",1
"10244",2014-06-10,2014-06-10 19:35:00,"1","0191","Technical Malfunctioning",1
"10245",2014-06-10,2014-06-10 23:10:00,"1","0380","Other Reason",1
"10246",2014-06-11,2014-06-11 00:41:00,"0","1480","Arson",1
"10247",2014-06-11,2014-06-11 03:00:00,"1","0680","Other Reason",1
"10248",2014-06-11,2014-06-11 11:20:00,"0","0821","Other Reason",1
"10249",2014-06-11,2014-06-11 12:43:00,"0","1380","Other Reason",1
"10250",2014-06-11,2014-06-11 15:57:00,"1","0580","Technical Malfunctioning",1
"10251",2014-06-11,2014-06-11 16:31:00,"0","1480","Technical Malfunctioning",1
"10252",2014-06-11,2014-06-11 21:14:00,"0","0680","Technical Malfunctioning",1
"10253",2014-06-11,2014-06-11 21:52:00,"0","2084","Other Reason",1
"10254",2014-06-11,2014-06-11 22:51:00,"1","1415","Technical Malfunctioning",1
"10255",2014-06-12,2014-06-12 00:42:00,"1","1781","Other Reason",1
"10256",2014-06-12,2014-06-12 00:59:00,"1","1280","Arson",1
"10257",2014-06-12,2014-06-12 01:06:00,"0","0136","Other Reason",1
"10258",2014-06-12,2014-06-12 01:12:00,"1","1384","Other Reason",1
"10259",2014-06-12,2014-06-12 01:36:00,"1","0581","Other Reason",1
"10260",2014-06-12,2014-06-12 02:55:00,"1","0380","Arson",1
"10261",2014-06-12,2014-06-12 03:31:00,"1","0180","Other Reason",1
"10262",2014-06-12,2014-06-12 03:47:00,"1","0580","Arson",1
"10263",2014-06-12,2014-06-12 11:39:00,"1","2180","Other Reason",1
"10264",2014-06-12,2014-06-12 12:44:00,"1","0331","Other Reason",1
"10265",2014-06-12,2014-06-12 16:36:00,"1","0330","Other Reason",1
"10266",2014-06-12,2014-06-12 17:40:00,"1","1481","Technical Malfunctioning",1
"10267",2014-06-12,2014-06-12 17:48:00,"1","0188","Technical Malfunctioning",1
"10268",2014-06-12,2014-06-12 18:15:00,"1","0180","Other Reason",1
"10269",2014-06-12,2014-06-12 22:23:00,"1","0780","Technical Malfunctioning",1
"10270",2014-06-13,2014-06-13 00:10:00,"1","0885","Other Reason",1
"10271",2014-06-13,2014-06-13 00:56:00,"1","1290","Arson",1
"10272",2014-06-13,2014-06-13 01:25:00,"1","0380","Arson",1
"10273",2014-06-13,2014-06-13 05:13:00,"1","0180","Other Reason",1
"10274",2014-06-13,2014-06-13 13:00:00,"0","0380","Technical Malfunctioning",1
"10275",2014-06-13,2014-06-13 18:25:00,"1","2034","Other Reason",1
"10276",2014-06-13,2014-06-13 23:57:00,"1","2284","Other Reason",1
"10277",2014-06-14,2014-06-14 00:06:00,"1","0581","Other Reason",1
"10278",2014-06-14,2014-06-14 01:55:00,"1","1280","Arson",1
"10279",2014-06-14,2014-06-14 02:34:00,"1","1480","Arson",1
"10280",2014-06-14,2014-06-14 03:12:00,"1","1280","Other Reason",1
"10281",2014-06-14,2014-06-14 03:53:00,"1","1480","Arson",1
"10282",2014-06-14,2014-06-14 04:14:00,"0","1480","Arson",1
"10283",2014-06-14,2014-06-14 04:46:00,"1","1766","Other Reason",1
"10284",2014-06-14,2014-06-14 12:27:00,"1","1782","Other Reason",1
"10285",2014-06-14,2014-06-14 13:55:00,"1","1443","Other Reason",1
"10286",2014-06-14,2014-06-14 14:05:00,"1","0181","Other Reason",1
"10287",2014-06-14,2014-06-14 15:02:00,"1","0780","Technical Malfunctioning",1
"10288",2014-06-14,2014-06-14 15:20:00,"1","0880","Other Reason",1
"10289",2014-06-14,2014-06-14 22:48:00,"1","0117","Arson",1
"10290",2014-06-14,2014-06-14 23:37:00,"0","0125","Other Reason",1
"10291",2014-06-15,2014-06-15 01:49:00,"1","1441","Technical Malfunctioning",1
"10292",2014-06-15,2014-06-15 02:03:00,"1","1480","Arson",1
"10293",2014-06-15,2014-06-15 02:11:00,"1","1419","Other Reason",1
"10294",2014-06-15,2014-06-15 02:24:00,"1","1882","Arson",1
"10295",2014-06-15,2014-06-15 02:41:00,"1","1380","Arson",1
"10296",2014-06-15,2014-06-15 05:02:00,"1","1480","Other Reason",1
"10297",2014-06-15,2014-06-15 05:06:00,"1","2180","Other Reason",1
"10298",2014-06-15,2014-06-15 12:54:00,"1","1440","Other Reason",1
"10299",2014-06-15,2014-06-15 16:45:00,"1","0680","Technical Malfunctioning",1
"10300",2014-06-16,2014-06-16 01:20:00,"1","0180","Arson",1
"10301",2014-06-16,2014-06-16 01:27:00,"1","0380","Arson",1
"10302",2014-06-16,2014-06-16 01:44:00,"1","1290","Arson",1
"10303",2014-06-16,2014-06-16 02:34:00,"1","0181","Other Reason",1
"10304",2014-06-16,2014-06-16 11:14:00,"1","1983","Technical Malfunctioning",1
"10305",2014-06-16,2014-06-16 12:47:00,"1","0182","Other Reason",1
"10306",2014-06-16,2014-06-16 13:27:00,"1","2181","Other Reason",1
"10307",2014-06-16,2014-06-16 17:38:00,"1","0780","Technical Malfunctioning",1
"10308",2014-06-17,2014-06-17 01:37:00,"1","0114","Arson",1
"10309",2014-06-17,2014-06-17 01:43:00,"1","0180","Technical Malfunctioning",1
"10310",2014-06-17,2014-06-17 02:14:00,"1","1715","Other Reason",1
"10311",2014-06-17,2014-06-17 15:49:00,"0","0884","Technical Malfunctioning",1
"10312",2014-06-17,2014-06-17 18:46:00,"1","0780","Technical Malfunctioning",1
"10313",2014-06-17,2014-06-17 23:21:00,"1","2482","Other Reason",1
"10314",2014-06-18,2014-06-18 00:01:00,"1","1281","Other Reason",1
"10315",2014-06-18,2014-06-18 00:29:00,"0","1462","Other Reason",1
"10316",2014-06-18,2014-06-18 02:07:00,"0","1275","Arson",1
"10317",2014-06-18,2014-06-18 05:32:00,"1","1907","Other Reason",1
"10318",2014-06-18,2014-06-18 14:05:00,"0","0581","Technical Malfunctioning",1
"10319",2014-06-18,2014-06-18 16:08:00,"1","1492","Other Reason",1
"10320",2014-06-18,2014-06-18 17:06:00,"1","0780","Other Reason",1
"10321",2014-06-18,2014-06-18 19:14:00,"0","0125","Other Reason",1
"10322",2014-06-18,2014-06-18 20:14:00,"1","1470","Technical Malfunctioning",1
"10323",2014-06-18,2014-06-18 20:17:00,"1","2180","Technical Malfunctioning",1
"10324",2014-06-18,2014-06-18 21:06:00,"0","0180","Arson",1
"10325",2014-06-18,2014-06-18 21:14:00,"1","1480","Other Reason",1
"10326",2014-06-19,2014-06-19 00:04:00,"1","0192","Arson",1
"10327",2014-06-19,2014-06-19 00:25:00,"1","1480","Other Reason",1
"10328",2014-06-19,2014-06-19 02:25:00,"1","1907","Other Reason",1
"10329",2014-06-19,2014-06-19 02:57:00,"1","1281","Other Reason",1
"10330",2014-06-19,2014-06-19 04:14:00,"0","1381","Other Reason",1
"10331",2014-06-19,2014-06-19 08:28:00,"0","2284","Other Reason",1
"10332",2014-06-19,2014-06-19 11:34:00,"1","0581","Other Reason",1
"10333",2014-06-19,2014-06-19 11:34:00,"1","2182","Other Reason",1
"10334",2014-06-19,2014-06-19 17:54:00,"0","1383","Other Reason",1
"10335",2014-06-19,2014-06-19 19:38:00,"0","0581","Other Reason",1
"10336",2014-06-19,2014-06-19 20:46:00,"0","1765","Technical Malfunctioning",1
"10337",2014-06-19,2014-06-19 22:07:00,"0","1763","Other Reason",1
"10338",2014-06-20,2014-06-20 00:32:00,"1","1280","Technical Malfunctioning",1
"10339",2014-06-20,2014-06-20 02:39:00,"1","2283","Other Reason",1
"10340",2014-06-20,2014-06-20 09:36:00,"1","0181","Other Reason",1
"10341",2014-06-20,2014-06-20 09:45:00,"0","0884","Technical Malfunctioning",1
"10342",2014-06-20,2014-06-20 13:56:00,"0","1080","Technical Malfunctioning",1
"10343",2014-06-20,2014-06-20 21:39:00,"1","1481","Arson",1
"10344",2014-06-21,2014-06-21 00:43:00,"1","1814","Other Reason",1
"10345",2014-06-21,2014-06-21 00:51:00,"0","1480","Arson",1
"10346",2014-06-21,2014-06-21 01:40:00,"1","0380","Arson",1
"10347",2014-06-21,2014-06-21 03:44:00,"1","0123","Arson",1
"10348",2014-06-21,2014-06-21 04:18:00,"1","0123","Arson",1
"10349",2014-06-21,2014-06-21 10:50:00,"1","2081","Technical Malfunctioning",1
"10350",2014-06-21,2014-06-21 16:06:00,"1","0120","Technical Malfunctioning",1
"10351",2014-06-21,2014-06-21 17:01:00,"1","1283","Technical Malfunctioning",1
"10352",2014-06-21,2014-06-21 21:54:00,"1","2180","Other Reason",1
"10353",2014-06-22,2014-06-22 00:10:00,"1","0181","Other Reason",1
"10354",2014-06-22,2014-06-22 00:21:00,"1","1280","Arson",1
"10355",2014-06-22,2014-06-22 00:26:00,"1","1280","Arson",1
"10356",2014-06-22,2014-06-22 00:53:00,"1","1480","Other Reason",1
"10357",2014-06-22,2014-06-22 00:53:00,"1","1880","Other Reason",1
"10358",2014-06-22,2014-06-22 01:28:00,"1","0380","Other Reason",1
"10359",2014-06-22,2014-06-22 02:29:00,"0","1495","Other Reason",1
"10360",2014-06-22,2014-06-22 03:26:00,"1","1380","Arson",1
"10361",2014-06-22,2014-06-22 03:46:00,"1","2309","Other Reason",1
"10362",2014-06-22,2014-06-22 04:13:00,"0","0181","Other Reason",1
"10363",2014-06-22,2014-06-22 05:21:00,"1","0683","Other Reason",1
"10364",2014-06-22,2014-06-22 08:26:00,"0","0180","Arson",1
"10365",2014-06-22,2014-06-22 12:40:00,"1","0380","Other Reason",1
"10366",2014-06-22,2014-06-22 15:45:00,"1","1487","Technical Malfunctioning",1
"10367",2014-06-22,2014-06-22 20:37:00,"1","0180","Arson",1
"10368",2014-06-22,2014-06-22 23:03:00,"1","0127","Other Reason",1
"10369",2014-06-23,2014-06-23 00:35:00,"1","0380","Other Reason",1
"10370",2014-06-23,2014-06-23 01:02:00,"1","0123","Other Reason",1
"10371",2014-06-23,2014-06-23 01:33:00,"1","0380","Arson",1
"10372",2014-06-23,2014-06-23 02:12:00,"1","0180","Arson",1
"10373",2014-06-23,2014-06-23 02:40:00,"1","1480","Other Reason",1
"10374",2014-06-23,2014-06-23 04:46:00,"1","0486","Arson",1
"10375",2014-06-23,2014-06-23 07:41:00,"1","0136","Other Reason",1
"10376",2014-06-23,2014-06-23 08:16:00,"1","1401","Technical Malfunctioning",1
"10377",2014-06-23,2014-06-23 08:37:00,"0","1480","Other Reason",1
"10378",2014-06-23,2014-06-23 14:27:00,"1","1961","Other Reason",1
"10379",2014-06-23,2014-06-23 14:33:00,"0","0685","Other Reason",1
"10380",2014-06-23,2014-06-23 17:19:00,"0","0191","Other Reason",1
"10381",2014-06-23,2014-06-23 17:31:00,"1","0683","Other Reason",1
"10382",2014-06-23,2014-06-23 18:11:00,"1","0683","Other Reason",1
"10383",2014-06-23,2014-06-23 22:10:00,"1","0883","Other Reason",1
"10384",2014-06-24,2014-06-24 01:02:00,"1","1380","Arson",1
"10385",2014-06-24,2014-06-24 01:46:00,"1","1480","Arson",1
"10386",2014-06-24,2014-06-24 02:00:00,"1","1480","Arson",1
"10387",2014-06-24,2014-06-24 02:14:00,"1","1283","Other Reason",1
"10388",2014-06-24,2014-06-24 03:23:00,"1","0127","Arson",1
"10389",2014-06-24,2014-06-24 16:21:00,"1","0683","Other Reason",1
"10390",2014-06-24,2014-06-24 17:07:00,"0","2282","Other Reason",1
"10391",2014-06-24,2014-06-24 19:10:00,"0","2283","Other Reason",1
"10392",2014-06-24,2014-06-24 19:31:00,"1","1730","Other Reason",1
"10393",2014-06-24,2014-06-24 22:02:00,"0","0181","Other Reason",1
"10394",2014-06-25,2014-06-25 01:17:00,"0","1256","Other Reason",1
"10395",2014-06-25,2014-06-25 03:14:00,"1","0180","Other Reason",1
"10396",2014-06-25,2014-06-25 13:32:00,"0","0883","Other Reason",1
"10397",2014-06-25,2014-06-25 15:21:00,"0","0583","Other Reason",1
"10398",2014-06-25,2014-06-25 17:01:00,"1","0305","Other Reason",1
"10399",2014-06-25,2014-06-25 18:35:00,"1","2181","Technical Malfunctioning",1
"10400",2014-06-25,2014-06-25 19:51:00,"1","1880","Arson",1
"10401",2014-06-25,2014-06-25 22:04:00,"1","0180","Arson",1
"10402",2014-06-25,2014-06-25 23:00:00,"1","0126","Arson",1
"10403",2014-06-25,2014-06-25 23:03:00,"0","0580","Arson",1
"10404",2014-06-25,2014-06-25 23:29:00,"1","2180","Other Reason",1
"10405",2014-06-26,2014-06-26 01:31:00,"0","0581","Arson",1
"10406",2014-06-26,2014-06-26 09:34:00,"1","1493","Technical Malfunctioning",1
"10407",2014-06-26,2014-06-26 14:19:00,"1","0980","Technical Malfunctioning",1
"10408",2014-06-26,2014-06-26 19:03:00,"1","2181","Technical Malfunctioning",1
"10409",2014-06-26,2014-06-26 19:40:00,"1","0139","Technical Malfunctioning",1
"10410",2014-06-26,2014-06-26 20:24:00,"0","0781","Other Reason",1
"10411",2014-06-26,2014-06-26 21:42:00,"1","1490","Technical Malfunctioning",1
"10412",2014-06-26,2014-06-26 22:52:00,"1","1471","Other Reason",1
"10413",2014-06-27,2014-06-27 00:58:00,"1","1256","Arson",1
"10414",2014-06-27,2014-06-27 02:54:00,"1","0180","Arson",1
"10415",2014-06-27,2014-06-27 04:43:00,"1","1490","Other Reason",1
"10416",2014-06-27,2014-06-27 14:21:00,"1","0781","Other Reason",1
"10417",2014-06-27,2014-06-27 16:44:00,"1","1380","Other Reason",1
"10418",2014-06-27,2014-06-27 20:16:00,"1","2262","Other Reason",1
"10419",2014-06-28,2014-06-28 00:06:00,"1","1293","Arson",1
"10420",2014-06-28,2014-06-28 01:00:00,"0","1490","Arson",1
"10421",2014-06-28,2014-06-28 01:14:00,"1","0188","Other Reason",1
"10422",2014-06-28,2014-06-28 09:51:00,"1","0115","Arson",1
"10423",2014-06-28,2014-06-28 13:00:00,"0","0125","Other Reason",1
"10424",2014-06-28,2014-06-28 16:36:00,"0","1257","Arson",1
"10425",2014-06-29,2014-06-29 00:34:00,"1","0127","Arson",1
"10426",2014-06-29,2014-06-29 00:47:00,"1","1980","Other Reason",1
"10427",2014-06-29,2014-06-29 02:03:00,"1","1480","Arson",1
"10428",2014-06-29,2014-06-29 03:27:00,"1","0180","Other Reason",1
"10429",2014-06-29,2014-06-29 04:02:00,"1","0163","Arson",1
"10430",2014-06-29,2014-06-29 04:17:00,"1","1981","Technical Malfunctioning",1
"10431",2014-06-29,2014-06-29 11:51:00,"0","2284","Technical Malfunctioning",1
"10432",2014-06-29,2014-06-29 23:40:00,"1","0381","Other Reason",1
"10433",2014-06-30,2014-06-30 00:05:00,"1","1382","Technical Malfunctioning",1
"10434",2014-06-30,2014-06-30 01:39:00,"1","0127","Arson",1
"10435",2014-06-30,2014-06-30 01:48:00,"1","0180","Arson",1
"10436",2014-06-30,2014-06-30 05:58:00,"1","2480","Arson",1
"10437",2014-06-30,2014-06-30 07:16:00,"1","0682","Other Reason",1
"10438",2014-06-30,2014-06-30 08:28:00,"0","0188","Technical Malfunctioning",1
"10439",2014-06-30,2014-06-30 09:16:00,"0","2580","Other Reason",1
"10440",2014-06-30,2014-06-30 11:15:00,"0","2514","Technical Malfunctioning",1
"10441",2014-06-30,2014-06-30 13:00:00,"1","2580","Technical Malfunctioning",1
"10442",2014-06-30,2014-06-30 13:49:00,"1","1498","Technical Malfunctioning",1
"10443",2014-06-30,2014-06-30 16:50:00,"1","2180","Other Reason",1
"10444",2014-06-30,2014-06-30 17:12:00,"1","0184","Technical Malfunctioning",1
"10445",2014-06-30,2014-06-30 22:47:00,"1","0181","Other Reason",1
"10446",2014-06-30,2014-06-30 23:15:00,"1","0180","Arson",1
"10447",2014-07-01,2014-07-01 01:32:00,"1","0117","Arson",1
"10448",2014-07-01,2014-07-01 02:00:00,"1","1480","Other Reason",1
"10449",2014-07-01,2014-07-01 03:39:00,"1","2080","Arson",1
"10450",2014-07-01,2014-07-01 08:37:00,"1","0834","Technical Malfunctioning",1
"10451",2014-07-01,2014-07-01 10:28:00,"0","2481","Other Reason",1
"10452",2014-07-01,2014-07-01 11:37:00,"1","1280","Other Reason",1
"10453",2014-07-01,2014-07-01 13:47:00,"1","0160","Other Reason",1
"10454",2014-07-01,2014-07-01 14:23:00,"1","1494","Other Reason",1
"10455",2014-07-01,2014-07-01 17:01:00,"1","1276","Other Reason",1
