"","Date","DateTime","isCar","Municipality_Code","Reason","Weekday","Temperature","Precipitation","Holidays","Christmas_Holidays","Sport_Holidays","Easter_Holidays","Summer_Holidays","Autumn_Holidays","Count"
"86",2012-04-19,2012-04-19 23:24:00,"1","0180","Arson","torsdag",5.2,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"87",2012-04-20,2012-04-20 00:13:00,"1","0180","Arson","fredag",2.9,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"88",2012-04-20,2012-04-20 23:32:00,"1","0123","Arson","fredag",2.5,10.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"89",2012-04-20,2012-04-20 23:57:00,"1","0180","Arson","fredag",2.9,10.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"90",2012-04-21,2012-04-21 00:41:00,"1","0180","Arson","lördag",5.1,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"91",2012-04-21,2012-04-21 19:43:00,"1","0192","Arson","lördag",4.2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"92",2012-04-22,2012-04-22 00:09:00,"1","0127","Arson","söndag",5.1,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"93",2012-04-22,2012-04-22 02:48:00,"1","0180","Arson","söndag",5.3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"94",2012-04-24,2012-04-24 00:20:00,"1","0180","Arson","tisdag",7.7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"95",2012-04-24,2012-04-24 22:10:00,"1","0180","Arson","tisdag",7.7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
"96",2012-04-25,2012-04-25 01:12:00,"1","0180","Arson","onsdag",7.7,6.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"97",2012-04-28,2012-04-28 22:11:00,"1","0127","Arson","lördag",10.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"98",2012-04-29,2012-04-29 16:27:00,"1","0180","Arson","söndag",9.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
