Date,Time,Type_of_Vehicle,Municipality_Code,Municipality_Name,Type_of_Municipality_Code,Type_of_Muncipality,Reason,Year,Quarter,Month,Day,Weekday,Hour,Minute,Region_Code,Week,Holidays,Christmas_Holidays,Sport_Holidays,Easter_Holidays,Summer_Holidays,Autumn_Holidays,Temperature,Precipitation
2013-04-29T00:00:00Z,1899-12-31T02:48:00Z,Personbil,0136,Haninge,2,Pendlingskommun nära storstad,Unknown,2013,2,4,29,Monday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.1,0.3
2013-04-29T00:00:00Z,1899-12-31T20:20:00Z,Personbil,0188,Norrtälje,6,Mindre stad/tätort,Arson,2013,2,4,29,Monday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.7,0.1
2013-04-29T00:00:00Z,1899-12-31T20:26:00Z,Personbil,0136,Haninge,2,Pendlingskommun nära storstad,Unknown,2013,2,4,29,Monday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.1,0.3
2013-04-30T00:00:00Z,1899-12-31T01:52:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,4,30,Tuesday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.2,1
2013-04-30T00:00:00Z,1899-12-31T14:57:00Z,Övriga vägfordon,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,4,30,Tuesday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.5,0.9
2013-05-01T00:00:00Z,1899-12-31T02:32:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,1,Wednesday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.2,0
2013-05-01T00:00:00Z,1899-12-31T02:41:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,1,Wednesday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.8,0
2013-05-01T00:00:00Z,1899-12-31T19:24:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Arson,2013,2,5,1,Wednesday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.8,0
2013-05-02T00:00:00Z,1899-12-31T01:03:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,2,Thursday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.4,0
2013-05-02T00:00:00Z,1899-12-31T01:40:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,2,Thursday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.4,0
2013-05-02T00:00:00Z,1899-12-31T09:19:00Z,Personbil,0117,Österåker,2,Pendlingskommun nära storstad,Technical Malfunctioning,2013,2,5,2,Thursday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.8,0
2013-05-03T00:00:00Z,1899-12-31T02:47:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,3,Friday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.3,0
2013-05-03T00:00:00Z,1899-12-31T03:22:00Z,Personbil,0117,Österåker,2,Pendlingskommun nära storstad,Arson,2013,2,5,3,Friday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.7,0
2013-05-03T00:00:00Z,1899-12-31T03:53:00Z,Personbil,0136,Haninge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,3,Friday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.5,0
2013-05-03T00:00:00Z,1899-12-31T23:04:00Z,Övriga vägfordon,0163,Sollentuna,2,Pendlingskommun nära storstad,Arson,2013,2,5,3,Friday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.9,0
2013-05-04T00:00:00Z,1899-12-31T01:21:00Z,"Mark utan träd, Personbil",0181,Södertälje,3,Större stad,Unknown,2013,2,5,4,Saturday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.3,0.1
2013-05-04T00:00:00Z,1899-12-31T07:20:00Z,Övriga vägfordon,0128,Salem,2,Pendlingskommun nära storstad,Unknown,2013,2,5,4,Saturday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.9,0.1
2013-05-04T00:00:00Z,1899-12-31T22:44:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,4,Saturday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.1,0
2013-05-04T00:00:00Z,1899-12-31T22:52:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Unknown,2013,2,5,4,Saturday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.2,0
2013-05-04T00:00:00Z,1899-12-31T23:44:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Unknown,2013,2,5,4,Saturday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.2,0
2013-05-05T00:00:00Z,1899-12-31T01:01:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,5,Sunday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0
2013-05-05T00:00:00Z,1899-12-31T01:09:00Z,Personbil,0192,Nynäshamn,2,Pendlingskommun nära storstad,Unknown,2013,2,5,5,Sunday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.4,0
2013-05-05T00:00:00Z,1899-12-31T20:39:00Z,Personbil,0188,Norrtälje,6,Mindre stad/tätort,Unknown,2013,2,5,5,Sunday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.8,0
2013-05-05T00:00:00Z,1899-12-31T22:43:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,5,Sunday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0
2013-05-05T00:00:00Z,1899-12-31T23:37:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,5,Sunday,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0
2013-05-06T00:00:00Z,1899-12-31T17:35:00Z,Övriga vägfordon,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,6,Monday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.1,0
2013-05-06T00:00:00Z,1899-12-31T22:12:00Z,Personbil,0136,Haninge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,6,Monday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.3,0
2013-05-06T00:00:00Z,1899-12-31T22:28:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,6,Monday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-07T00:00:00Z,1899-12-31T00:14:00Z,Personbil,0182,Nacka,2,Pendlingskommun nära storstad,Unknown,2013,2,5,7,Tuesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.2,0
2013-05-07T00:00:00Z,1899-12-31T00:40:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,7,Tuesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0
2013-05-07T00:00:00Z,1899-12-31T18:01:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,7,Tuesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0
2013-05-08T00:00:00Z,1899-12-31T02:28:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,8,Wednesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.4,0.9
2013-05-08T00:00:00Z,1899-12-31T06:09:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,8,Wednesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.4,0.9
2013-05-08T00:00:00Z,1899-12-31T23:23:00Z,Övriga vägfordon,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,8,Wednesday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.2,0.8
2013-05-09T00:00:00Z,1899-12-31T00:10:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,9,Thursday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,2.2
2013-05-09T00:00:00Z,1899-12-31T02:43:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,9,Thursday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,1
2013-05-09T00:00:00Z,1899-12-31T17:11:00Z,Personbil,0180,Stockholm,1,Storstäder,Technical Malfunctioning,2013,2,5,9,Thursday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,1
2013-05-10T00:00:00Z,1899-12-31T00:40:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Arson,2013,2,5,10,Friday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.8,0.5
2013-05-11T00:00:00Z,1899-12-31T02:55:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,11,Saturday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.8,0.5
2013-05-11T00:00:00Z,1899-12-31T10:11:00Z,Personbil,0117,Österåker,2,Pendlingskommun nära storstad,Technical Malfunctioning,2013,2,5,11,Saturday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,0
2013-05-12T00:00:00Z,1899-12-31T00:42:00Z,Personbil,0163,Sollentuna,2,Pendlingskommun nära storstad,Arson,2013,2,5,12,Sunday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.8,0
2013-05-12T00:00:00Z,1899-12-31T01:41:00Z,Personbil,0191,Sigtuna,2,Pendlingskommun nära storstad,Unknown,2013,2,5,12,Sunday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.9,0
2013-05-12T00:00:00Z,1899-12-31T02:34:00Z,Personbil,0191,Sigtuna,2,Pendlingskommun nära storstad,Unknown,2013,2,5,12,Sunday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.9,0
2013-05-12T00:00:00Z,1899-12-31T22:56:00Z,Personbil,0191,Sigtuna,2,Pendlingskommun nära storstad,Arson,2013,2,5,12,Sunday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.9,0
2013-05-12T00:00:00Z,1899-12-31T23:31:00Z,Personbil,0136,Haninge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,12,Sunday,0,0,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.1,0
2013-05-13T00:00:00Z,1899-12-31T03:08:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,13,Monday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-13T00:00:00Z,1899-12-31T19:12:00Z,Personbil,0163,Sollentuna,2,Pendlingskommun nära storstad,Other Reason,2013,2,5,13,Monday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.5,0.3
2013-05-13T00:00:00Z,1899-12-31T19:44:00Z,Fartyg eller båt,0182,Nacka,2,Pendlingskommun nära storstad,Unknown,2013,2,5,13,Monday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.4,0.2
2013-05-14T00:00:00Z,1899-12-31T00:11:00Z,Personbil,0140,Nykvarn,4,Pendlingskommun nära större stad,Unknown,2013,2,5,14,Tuesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.6,2.3
2013-05-14T00:00:00Z,1899-12-31T04:20:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,14,Tuesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.7,2.7
2013-05-14T00:00:00Z,1899-12-31T16:32:00Z,Övriga vägfordon,0186,Lidingö,2,Pendlingskommun nära storstad,Technical Malfunctioning,2013,2,5,14,Tuesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.5,2.6
2013-05-14T00:00:00Z,1899-12-31T21:19:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,14,Tuesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.7,2.7
2013-05-14T00:00:00Z,1899-12-31T22:29:00Z,Personbil,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,14,Tuesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.8,2.8
2013-05-15T00:00:00Z,1899-12-31T08:29:00Z,Övriga vägfordon,0128,Salem,2,Pendlingskommun nära storstad,Technical Malfunctioning,2013,2,5,15,Wednesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.1,0
2013-05-15T00:00:00Z,1899-12-31T18:03:00Z,Övriga vägfordon,0183,Sundbyberg,2,Pendlingskommun nära storstad,Unknown,2013,2,5,15,Wednesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.9,0
2013-05-15T00:00:00Z,1899-12-31T20:11:00Z,Övriga vägfordon,0181,Södertälje,3,Större stad,Unknown,2013,2,5,15,Wednesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.4,0
2013-05-15T00:00:00Z,1899-12-31T23:50:00Z,Personbil,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,15,Wednesday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.9,0
2013-05-16T00:00:00Z,1899-12-31T00:40:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,16,Thursday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.9,0
2013-05-16T00:00:00Z,1899-12-31T00:48:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Unknown,2013,2,5,16,Thursday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.9,0
2013-05-16T00:00:00Z,1899-12-31T00:51:00Z,Personbil,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,16,Thursday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.6,0
2013-05-16T00:00:00Z,1899-12-31T02:08:00Z,Personbil,0126,Huddinge,2,Pendlingskommun nära storstad,Unknown,2013,2,5,16,Thursday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.6,0
2013-05-17T00:00:00Z,1899-12-31T01:01:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,17,Friday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.1,0
2013-05-17T00:00:00Z,1899-12-31T14:38:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,17,Friday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.5,0
2013-05-18T00:00:00Z,1899-12-31T21:19:00Z,Personbil,0138,Tyresö,2,Pendlingskommun nära storstad,Unknown,2013,2,5,18,Saturday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.3,2.8
2013-05-19T00:00:00Z,1899-12-31T21:37:00Z,Personbil,0128,Salem,2,Pendlingskommun nära storstad,Unknown,2013,2,5,19,Sunday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.8,0.5
2013-05-19T00:00:00Z,1899-12-31T21:56:00Z,"Personbil, Övriga vägfordon",0180,Stockholm,1,Storstäder,Arson,2013,2,5,19,Sunday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.2,0
2013-05-19T00:00:00Z,1899-12-31T22:12:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,19,Sunday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.2,0
2013-05-19T00:00:00Z,1899-12-31T23:49:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,19,Sunday,0,0,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.2,0
2013-05-20T00:00:00Z,1899-12-31T01:14:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,1.3
2013-05-20T00:00:00Z,1899-12-31T04:03:00Z,Personbil,0180,Stockholm,1,Storstäder,Other Reason,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,1.3
2013-05-20T00:00:00Z,1899-12-31T12:21:00Z,Personbil,0123,Järfälla,2,Pendlingskommun nära storstad,Other Reason,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.7,1.2
2013-05-20T00:00:00Z,1899-12-31T12:40:00Z,"Övriga vägfordon, Annat",0123,Järfälla,2,Pendlingskommun nära storstad,Arson,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.7,1.2
2013-05-20T00:00:00Z,1899-12-31T21:14:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,1.3
2013-05-20T00:00:00Z,1899-12-31T22:55:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Arson,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,1.3
2013-05-20T00:00:00Z,1899-12-31T23:48:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,20,Monday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.1,1.3
2013-05-21T00:00:00Z,1899-12-31T00:14:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.9,7.7
2013-05-21T00:00:00Z,1899-12-31T00:38:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.9,7.7
2013-05-21T00:00:00Z,1899-12-31T00:40:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T00:52:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T00:54:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.1,5.7
2013-05-21T00:00:00Z,1899-12-31T01:06:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T01:50:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T01:50:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.1,5.7
2013-05-21T00:00:00Z,1899-12-31T02:01:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T02:09:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T02:17:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T02:17:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T02:45:00Z,Personbil,0181,Södertälje,3,Större stad,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.9,7.7
2013-05-21T00:00:00Z,1899-12-31T03:24:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T09:35:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T09:50:00Z,Personbil,0180,Stockholm,1,Storstäder,Unknown,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T20:49:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T22:02:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T22:29:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T22:42:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T22:57:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.1,5.7
2013-05-21T00:00:00Z,1899-12-31T23:13:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T23:13:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T23:23:00Z,Personbil,0123,Järfälla,2,Pendlingskommun nära storstad,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.4,4.6
2013-05-21T00:00:00Z,1899-12-31T23:36:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-21T00:00:00Z,1899-12-31T23:57:00Z,"Personbil, Övriga vägfordon",0180,Stockholm,1,Storstäder,Arson,2013,2,5,21,Tuesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,3.9
2013-05-22T00:00:00Z,1899-12-31T00:19:00Z,Övriga vägfordon,0180,Stockholm,1,Storstäder,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-22T00:00:00Z,1899-12-31T00:57:00Z,"Container, Personbil",0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.4,0.1
2013-05-22T00:00:00Z,1899-12-31T01:33:00Z,Personbil,0163,Sollentuna,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.8,0.2
2013-05-22T00:00:00Z,1899-12-31T01:35:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-22T00:00:00Z,1899-12-31T01:41:00Z,Personbil,0123,Järfälla,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.8,0.2
2013-05-22T00:00:00Z,1899-12-31T01:43:00Z,Personbil,0126,Huddinge,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.1,0
2013-05-22T00:00:00Z,1899-12-31T01:44:00Z,Personbil,0138,Tyresö,2,Pendlingskommun nära storstad,Unknown,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.9,0
2013-05-22T00:00:00Z,1899-12-31T01:56:00Z,Personbil,0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.4,0.1
2013-05-22T00:00:00Z,1899-12-31T02:25:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-22T00:00:00Z,1899-12-31T02:31:00Z,Personbil,0180,Stockholm,1,Storstäder,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.9,0
2013-05-22T00:00:00Z,1899-12-31T02:39:00Z,Personbil,0123,Järfälla,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.8,0.2
2013-05-22T00:00:00Z,1899-12-31T02:39:00Z,"Container, Personbil",0127,Botkyrka,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.4,0.1
2013-05-22T00:00:00Z,1899-12-31T02:57:00Z,Personbil,0123,Järfälla,2,Pendlingskommun nära storstad,Arson,2013,2,5,22,Wednesday,0,0,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.8,0.2
