Municipality_Name,Temperature,Number_of_Fires_Month,Date,Percentage_of_Unemployed_18_64,Adj_Median_income_20plus,Total_Number_of_1000_Residents
Danderyd,8.587096774193549,0,Oct 2005,2.481016,126.93800371977682,30.447666666666667
Danderyd,10.612903225806452,0,May 2005,2.517966,127.8894440974391,30.33683333333333
Danderyd,14.733333333333333,0,Jun 2005,2.510576,127.8894440974391,30.359
Danderyd,4.283333333333333,0,Nov 2005,2.473626,127.25357364822871,30.469833333333334
Danderyd,1.1548387096774193,0,Jan 2005,2.547526,129.01764335223692,30.248166666666666
Danderyd,-2.42258064516129,1,Mar 2005,2.532746,128.12953692115144,30.2925
Danderyd,-0.22903225806451616,0,Dec 2005,2.466236,127.25357364822871,30.492
Danderyd,18.961290322580645,0,Jul 2005,2.503186,128.3705329153605,30.38116666666667
Danderyd,-1.917857142857143,0,Feb 2005,2.540136,128.45106649937264,30.270333333333333
Danderyd,6.283333333333333,0,Apr 2005,2.525356,127.969375,30.314666666666668
Danderyd,16.641935483870967,0,Aug 2005,2.495796,128.12953692115144,30.403333333333332
Danderyd,4.67,2,Nov 2006,1.9171040833333333,137.75427872860635,30.76425
Danderyd,16.62,0,Jun 2006,2.1667095,138.60147601476015,30.6405
Danderyd,4.577419354838709,1,Dec 2006,1.867183,137.75427872860635,30.789
Danderyd,-3.761290322580645,0,Mar 2006,2.31647275,139.54551083591332,30.56625
Danderyd,11.07741935483871,0,May 2006,2.216630583333333,138.60147601476015,30.61575
Danderyd,-3.0821428571428573,0,Feb 2006,2.3663938333333334,140.50249376558602,30.5415
Danderyd,18.874193548387098,0,Aug 2006,2.066867333333333,138.77216748768473,30.69
Danderyd,-2.703225806451613,0,Jan 2006,2.4163149166666664,141.20676691729324,30.51675
Danderyd,5.01,0,Apr 2006,2.2665516666666665,138.8576709796673,30.591
Danderyd,9.612903225806452,1,Oct 2006,1.9670251666666667,138.00734843845683,30.7395
Danderyd,20.31935483870968,1,Jul 2006,2.1167884166666666,138.8576709796673,30.66525
Danderyd,15.086666666666666,0,Sep 2006,2.01694625,138.00734843845683,30.71475
Danderyd,12,0,Sep 2007,1.2883645000000001,152.6782504493709,30.8355
Danderyd,-3.1464285714285714,1,Feb 2007,1.7385566666666668,155.75794621026895,30.799333333333333
Danderyd,4.283870967741936,0,Mar 2007,1.6742435,154.8116646415553,30.8045
Danderyd,11.219354838709677,1,May 2007,1.5456171666666667,154.15607985480943,30.814833333333333
Danderyd,0.23548387096774198,1,Jan 2007,1.8028698333333333,156.619545175169,30.79416666666667
Danderyd,1.5774193548387097,0,Dec 2007,1.095425,150.60283687943263,30.851
Danderyd,7.62,2,Apr 2007,1.6099303333333335,153.96978851963746,30.80966666666667
Danderyd,17.664516129032258,0,Aug 2007,1.3526776666666667,154.15607985480943,30.830333333333332
Danderyd,7.27741935483871,0,Oct 2007,1.2240513333333336,151.85935637663886,30.840666666666667
Danderyd,2.11,0,Nov 2007,1.1597381666666668,150.8703374777975,30.84583333333333
Danderyd,16.97741935483871,0,Jul 2007,1.4169908333333334,154.15607985480943,30.825166666666668
Danderyd,16.333333333333332,0,Jun 2007,1.4813040000000002,153.8768115942029,30.82
Danderyd,1.1225806451612903,0,Dec 2008,1.632413,154.9584065612185,31.15
Danderyd,11.69032258064516,0,May 2008,1.31917,153.8766724840023,30.975583333333333
Danderyd,16.003225806451614,0,Aug 2008,1.453417,153.43039443155453,31.05033333333333
Danderyd,2.238709677419355,1,Jan 2008,1.140174,157.54258487194758,30.87591666666667
Danderyd,1.5870967741935484,0,Mar 2008,1.229672,155.41363102232668,30.92575
Danderyd,6.956666666666667,0,Apr 2008,1.274421,154.59614260666277,30.950666666666667
Danderyd,3.1,0,Nov 2008,1.587664,152.89826589595376,31.125083333333333
Danderyd,18.483870967741936,0,Jul 2008,1.408668,153.34144927536232,31.02541666666667
Danderyd,8.074193548387097,0,Oct 2008,1.5429149999999998,151.5839541547278,31.100166666666667
Danderyd,11.183333333333334,2,Sep 2008,1.4981659999999999,151.84500574052814,31.07525
Danderyd,16.176666666666666,0,Jun 2008,1.363919,153.16386797915462,31.0005
Danderyd,2.6689655172413795,0,Feb 2008,1.184923,156.88849347568208,30.90083333333333
Danderyd,-1.8806451612903226,0,Dec 2009,2.504535,157.20835751596053,31.33
Danderyd,0.9032258064516129,1,Mar 2009,1.8504435,158.7749120750293,31.195
Danderyd,-1.467741935483871,2,Jan 2009,1.7050898333333333,159.2416225749559,31.165
Danderyd,13.633333333333333,0,Sep 2009,2.2865045000000004,157.94169096209913,31.285
Danderyd,5.364516129032258,0,Oct 2009,2.3591813333333334,157.5741710296684,31.3
Danderyd,11.735483870967743,0,May 2009,1.9957971666666667,158.40350877192984,31.225
Danderyd,-2.3,0,Feb 2009,1.7777666666666665,159.2416225749559,31.18
Danderyd,13.81,0,Jun 2009,2.068474,158.0338389731622,31.24
Danderyd,17.88064516129032,1,Jul 2009,2.1411508333333336,158.7749120750293,31.255
Danderyd,7.85,0,Apr 2009,1.9231203333333333,158.49619660620246,31.21
Danderyd,5.52,0,Nov 2009,2.4318581666666668,157.5741710296684,31.315
Danderyd,17.296774193548387,1,Aug 2009,2.213827666666667,158.40350877192984,31.27
Danderyd,0.056666666666666664,1,Nov 2010,1.9653333333333332,159.48886350656767,31.75991666666667
Danderyd,-5.757142857142857,0,Feb 2010,2.4064983333333334,162.1747967479675,31.408166666666666
Danderyd,5.987096774193549,1,Oct 2010,2.0143516666666668,160.03724928366762,31.72083333333333
Danderyd,11.164516129032258,3,May 2010,2.2594433333333335,161.42485549132948,31.52541666666667
Danderyd,15.246666666666666,3,Jun 2010,2.210425,161.42485549132948,31.5645
Danderyd,17.051612903225806,0,Aug 2010,2.1123883333333335,161.8927536231884,31.642666666666667
Danderyd,20.98709677419355,0,Jul 2010,2.1614066666666667,161.8927536231884,31.603583333333333
Danderyd,-7.035483870967742,0,Dec 2010,1.916315,158.40328984685195,31.799
Danderyd,-0.7419354838709677,0,Mar 2010,2.3574800000000002,161.7989571263036,31.44725
Danderyd,-7.583870967741936,0,Jan 2010,2.455516666666667,163.12207943925233,31.369083333333332
Danderyd,11.753333333333334,0,Sep 2010,2.06337,160.58941920644048,31.68175
Danderyd,5.82,0,Apr 2010,2.3084616666666666,161.7989571263036,31.48633333333333
Danderyd,-2.2774193548387096,2,Jan 2011,1.9531835,167.60240274599542,31.812416666666667
Danderyd,-5.060714285714286,0,Feb 2011,1.990052,166.55429221148378,31.825833333333332
Danderyd,19.270967741935483,2,Jul 2011,2.1743945,164.8671918964547,31.892916666666668
Danderyd,5.776666666666666,2,Nov 2011,2.3218685,163.30490523968786,31.946583333333333
Danderyd,13.756666666666666,0,Sep 2011,2.2481315,163.66983240223465,31.91975
Danderyd,8.643333333333333,0,Apr 2011,2.063789,164.77446569178852,31.852666666666668
Danderyd,17.146666666666665,1,Jun 2011,2.1375260000000003,164.8671918964547,31.8795
Danderyd,2.293548387096774,1,Dec 2011,2.358737,163.03227601558152,31.96
Danderyd,17.125806451612902,2,Aug 2011,2.211263,164.8671918964547,31.906333333333333
Danderyd,0.8741935483870967,0,Mar 2011,2.0269205,165.4257481648786,31.83925
Danderyd,8.209677419354838,1,Oct 2011,2.285,163.66983240223465,31.93316666666667
Danderyd,11.648387096774194,0,May 2011,2.1006575,164.40460157126824,31.866083333333332
Danderyd,12.103333333333333,1,Sep 2012,2.19011,169.1234705228031,32.1565
Danderyd,11.883870967741935,3,May 2012,2.265055333333333,168.93555555555557,32.06916666666667
Danderyd,17.55483870967742,1,Jul 2012,2.2275826666666667,169.97428731134713,32.112833333333334
Danderyd,6.525806451612903,1,Oct 2012,2.1713736666666668,169.3118040089087,32.178333333333335
Danderyd,4.38,0,Nov 2012,2.1526373333333333,169.68973214285714,32.20016666666667
Danderyd,-1.203225806451613,0,Jan 2012,2.3400006666666666,170.73778775968557,31.98183333333333
Danderyd,3.9870967741935486,0,Mar 2012,2.302528,169.1234705228031,32.0255
Danderyd,-3.1903225806451614,0,Dec 2012,2.133901,169.3118040089087,32.222
Danderyd,13.55,0,Jun 2012,2.2463189999999997,169.3118040089087,32.091
Danderyd,-3.43448275862069,0,Feb 2012,2.3212643333333336,169.68973214285714,32.00366666666667
Danderyd,4.636666666666667,1,Apr 2012,2.2837916666666667,168.84175458078846,32.047333333333334
Danderyd,16.606451612903225,2,Aug 2012,2.2088463333333332,169.87932960893855,32.13466666666667
Danderyd,3.1548387096774193,1,Dec 2013,1.96725,172.84824902723736,32.295
Danderyd,4.02,0,Nov 2013,1.9811375833333333,173.329988851728,32.288916666666665
Danderyd,17.435483870967744,0,Aug 2013,2.022800333333333,173.5234375,32.27066666666667
Danderyd,-3.0129032258064514,0,Mar 2013,2.09223825,173.04062326099054,32.24025
Danderyd,13.112903225806452,0,May 2013,2.064463083333333,173.1369710467706,32.25241666666667
Danderyd,16.4,0,Jun 2013,2.0505755,173.42665923034022,32.2585
Danderyd,12.596666666666666,0,Sep 2013,2.00891275,172.84824902723736,32.27675
Danderyd,-3.793548387096774,0,Jan 2013,2.1200134166666667,174.49719416386083,32.22808333333333
Danderyd,8.387096774193548,0,Oct 2013,1.9950251666666665,173.23342618384402,32.28283333333333
Danderyd,4.44,0,Apr 2013,2.0783506666666667,173.42665923034022,32.24633333333333
Danderyd,-1.625,1,Feb 2013,2.106125833333333,173.8144214645053,32.23416666666667
Danderyd,18.070967741935483,1,Jul 2013,2.0366879166666667,173.71731843575418,32.264583333333334
Danderyd,-1.5354838709677419,2,Jan 2014,1.9670461666666665,182.73509561304837,32.3055
Danderyd,2.1535714285714285,0,Feb 2014,1.9668423333333334,181.91657334826428,32.316
Danderyd,4.183870967741935,0,Mar 2014,1.9666385,182.018487394958,32.3265
Danderyd,10.925806451612903,0,May 2014,1.9662308333333334,181.2063580591188,32.3475
Danderyd,5.253333333333333,0,Nov 2014,1.9650078333333334,181.5100558659218,32.4105
Danderyd,0.07741935483870965,0,Dec 2014,1.964804,181.2063580591188,32.421
Danderyd,6.9366666666666665,1,Apr 2014,1.9664346666666666,181.30747767857142,32.337
Danderyd,17.303225806451614,0,Aug 2014,1.9656193333333334,181.61151481274456,32.379
Danderyd,9.209677419354838,0,Oct 2014,1.9652116666666666,181.2063580591188,32.4
Danderyd,13.946666666666667,0,Jun 2014,1.966027,180.80300500834724,32.358
Danderyd,13.056666666666667,0,Sep 2014,1.9654155,181.30747767857142,32.3895
Danderyd,20.429032258064517,1,Jul 2014,1.9658231666666666,181.40871021775544,32.3685
Danderyd,0.8129032258064516,0,Jan 2015,1.9537334166666667,187.35851183765502,32.440333333333335
Danderyd,9.983870967741936,0,May 2015,1.9094510833333334,185.26978818283166,32.51766666666667
Danderyd,3.545161290322581,0,Dec 2015,1.831957,185.26978818283166,32.653
Danderyd,16.851612903225806,2,Jul 2015,1.8873099166666667,185.68379888268157,32.556333333333335
Danderyd,3.5838709677419356,0,Mar 2015,1.93159225,185.89149888143177,32.479
Danderyd,7.02,0,Apr 2015,1.9205216666666667,185.89149888143177,32.498333333333335
Danderyd,17.677419354838708,0,Aug 2015,1.8762393333333334,186.0996640537514,32.57566666666667
Danderyd,4.696666666666666,1,Nov 2015,1.8430275833333334,185.4765625,32.63366666666667
Danderyd,7.419354838709677,0,Oct 2015,1.8540981666666667,185.166573816156,32.614333333333335
Danderyd,13.146666666666667,1,Sep 2015,1.86516875,185.37311767986614,32.595
Danderyd,14.336666666666666,2,Jun 2015,1.8983805,185.78759083286752,32.537
Danderyd,1.1321428571428571,0,Feb 2015,1.9426628333333333,185.99552322327924,32.45966666666667
Danderyd,2.8193548387096774,1,Mar 2016,1.9475867500000001,185.02495840266224,32.71175
Danderyd,-4.574193548387097,0,Jan 2016,1.87050025,186.5771812080537,32.672583333333336
Danderyd,1.8064516129032258,0,Dec 2016,2.294476,182.7945205479452,32.888
Danderyd,14.67,0,Sep 2016,2.17884625,184.30939226519337,32.82925
Danderyd,7.132258064516129,0,Oct 2016,2.2173895,183.70044052863437,32.84883333333334
Danderyd,12.658064516129032,0,May 2016,2.02467325,184.71760797342193,32.75091666666667
Danderyd,0.031034482758620693,0,Feb 2016,1.9090435000000001,185.95317725752508,32.692166666666665
Danderyd,16.043333333333333,0,Jun 2016,2.0632165000000002,184.6153846153846,32.7705
Danderyd,18.429032258064517,2,Jul 2016,2.1017597500000003,184.41127694859037,32.790083333333335
Danderyd,5.783333333333333,0,Apr 2016,1.98613,185.1276359600444,32.73133333333333
