Municipality_Name,Temperature,Number_of_Fires_Month,Date,Percentage_of_Unemployed_18_64,Adj_Median_income_20plus,Total_Number_of_1000_Residents
Lidingö,7.783870967741936,0,Oct 2017,3.093389,161.4842903575298,47.7125
Lidingö,14.903333333333334,0,Jun 2017,3.189875,162.18715995647443,47.5015
Lidingö,2.9870967741935486,0,Mar 2017,3.2622395,163.34246575342465,47.34325
Lidingö,1.2838709677419355,0,Dec 2017,3.045146,160.52773290253097,47.818
Lidingö,16.44516129032258,0,Aug 2017,3.141632,161.57181571815718,47.607
Lidingö,3.473333333333333,0,Nov 2017,3.0692675,161.13513513513513,47.76525
Lidingö,4.596666666666667,0,Apr 2017,3.238118,162.36383442265796,47.396
Lidingö,6.53,0,Apr 2018,3.045146,164.07922912205566,47.818
Lidingö,15.306451612903226,1,May 2018,3.045146,163.72863247863248,47.818
Lidingö,-3.592857142857143,0,Feb 2018,3.045146,165.22911051212938,47.818
Lidingö,0.5870967741935484,0,Dec 2018,3.045146,161.74142480211083,47.818
Lidingö,-0.16129032258064516,1,Jan 2018,3.045146,166.39522258414766,47.818
Lidingö,4.206666666666667,2,Nov 2018,3.045146,162.4271330153683,47.818
Lidingö,-1.8870967741935485,0,Mar 2018,3.045146,164.78494623655914,47.818
Lidingö,16.64666666666667,1,Jun 2018,3.045146,163.37953091684435,47.818
Lidingö,8.183870967741935,0,Oct 2018,3.045146,162.34110169491527,47.818
Lidingö,21.703225806451613,0,Jul 2018,3.045146,162.5132555673383,47.818
Lidingö,13.853333333333333,0,Sep 2018,3.045146,162.08355367530407,47.818
Lidingö,18.729032258064517,1,Aug 2018,3.045146,162.8586609989373,47.818
Nacka,10.035483870967742,0,May 2005,3.5102557500000002,114.31980012492193,81.15283333333333
Nacka,14.25,1,Jun 2005,3.4894055,114.31980012492193,81.334
Nacka,18.48709677419355,1,Jul 2005,3.46855525,114.74984326018809,81.51516666666667
Nacka,-2.2357142857142858,2,Feb 2005,3.5728065,114.82183186951066,80.60933333333332
Nacka,-2.7451612903225806,1,Mar 2005,3.55195625,114.53441802252816,80.7905
Nacka,-0.4612903225806451,1,Dec 2005,3.364304,113.7513983840895,82.421
Nacka,8.193548387096774,3,Oct 2005,3.4060045000000003,113.46931184128952,82.05866666666667
Nacka,0.7483870967741936,4,Jan 2005,3.59365675,115.32829237555136,80.42816666666667
Nacka,5.783333333333333,0,Apr 2005,3.5311060000000003,114.39125,80.97166666666668
Nacka,16.203225806451613,5,Aug 2005,3.447705,114.53441802252816,81.69633333333333
Nacka,12.896666666666667,0,Sep 2005,3.4268547500000004,113.68074534161491,81.8775
Nacka,3.83,2,Nov 2005,3.3851542500000003,113.7513983840895,82.23983333333332
Nacka,10.416129032258064,2,May 2006,3.0909469166666668,119.29950799507995,83.20516666666667
Nacka,-2.97741935483871,3,Jan 2006,3.3096325833333333,121.54197994987469,82.57783333333333
Nacka,-4.038709677419355,0,Mar 2006,3.20028975,120.11207430340558,82.8915
Nacka,4.47,0,Apr 2006,3.1456183333333336,119.52002464571781,83.04833333333333
Nacka,18.46451612903226,3,Aug 2006,2.9269326666666666,119.44642857142857,83.67566666666667
Nacka,-3.4714285714285715,1,Feb 2006,3.254961166666667,120.9357855361596,82.73466666666667
Nacka,15.936666666666667,3,Jun 2006,3.0362755000000003,119.29950799507995,83.362
Nacka,14.75,2,Sep 2006,2.87226125,118.7881200244948,83.8325
Nacka,4.236666666666666,1,Nov 2006,2.762918416666667,118.57029339853301,84.14616666666667
Nacka,4.148387096774194,0,Dec 2006,2.708247,118.57029339853301,84.303
Nacka,19.73548387096774,2,Jul 2006,2.9816040833333335,119.52002464571781,83.51883333333333
Nacka,9.338709677419354,4,Oct 2006,2.8175898333333333,118.7881200244948,83.98933333333333
Nacka,7.026666666666666,3,Apr 2007,2.6046840000000002,129.99456193353475,84.75566666666667
Nacka,-0.08709677419354836,0,Jan 2007,2.68235625,132.23171481253843,84.41616666666667
Nacka,10.706451612903226,1,May 2007,2.57879325,130.15184513006653,84.86883333333333
Nacka,3.8,0,Mar 2007,2.63057475,130.70534629404617,84.6425
Nacka,16.480645161290322,2,Jul 2007,2.5270117500000002,130.15184513006653,85.09516666666667
Nacka,17.20967741935484,4,Aug 2007,2.501121,130.15184513006653,85.20833333333333
Nacka,-3.4321428571428574,1,Feb 2007,2.6564655,131.50427872860635,84.52933333333333
Nacka,15.776666666666667,1,Jun 2007,2.5529025,129.91606280193236,84.982
Nacka,1.8233333333333333,2,Nov 2007,2.42344875,127.37773830669035,85.54783333333333
Nacka,6.970967741935484,0,Oct 2007,2.4493395000000002,128.21275327771156,85.43466666666667
Nacka,11.66,3,Sep 2007,2.47523025,128.90413421210306,85.3215
Nacka,1.303225806451613,1,Dec 2007,2.397558,127.15189125295508,85.661
Nacka,15.658064516129032,2,Aug 2008,2.769178,131.00290023201856,87.277
Nacka,1.8193548387096774,6,Jan 2008,2.4440105,134.51399642644432,85.863
Nacka,6.486666666666666,1,Apr 2008,2.583368,131.99824663939216,86.469
Nacka,2.213793103448276,2,Feb 2008,2.490463,133.9555160142349,86.065
Nacka,11.193548387096774,3,May 2008,2.6298205,131.38394415357766,86.671
Nacka,18.029032258064515,3,Jul 2008,2.7227255,130.92695652173913,87.075
Nacka,1.2870967741935484,1,Mar 2008,2.5369155,132.69623971797884,86.267
Nacka,7.741935483870968,6,Oct 2008,2.862083,129.42636103151864,87.681
Nacka,0.8451612903225807,4,Dec 2008,2.954988,132.30755711775043,88.085
Nacka,10.866666666666667,1,Sep 2008,2.8156305,129.6492537313433,87.479
Nacka,15.713333333333333,4,Jun 2008,2.676273,130.77533294730748,86.873
Nacka,2.7266666666666666,2,Nov 2008,2.9085355,130.5485549132948,87.883
Nacka,11.183870967741935,4,May 2009,3.4628655,134.97134502923976,88.92791666666668
Nacka,13.166666666666666,1,Sep 2009,3.8691674999999996,134.57784256559768,89.60225
Nacka,7.226666666666667,0,Apr 2009,3.36129,135.05032182562903,88.75933333333333
Nacka,-1.8516129032258064,2,Jan 2009,3.0565635,135.68547912992358,88.25358333333332
Nacka,5.070967741935484,4,Oct 2009,3.9707429999999997,134.26468877254217,89.77083333333333
Nacka,-2.029032258064516,2,Dec 2009,4.173894,133.95298897272198,90.108
Nacka,13.33,2,Jun 2009,3.564441,134.6563593932322,89.0965
Nacka,17.40967741935484,1,Jul 2009,3.6660165,135.28780773739743,89.26508333333332
Nacka,16.83225806451613,1,Aug 2009,3.767592,134.97134502923976,89.43366666666667
Nacka,4.986666666666666,0,Nov 2009,4.0723185,134.26468877254217,89.93941666666667
Nacka,-2.575,5,Feb 2009,3.1581390000000003,135.68547912992358,88.42216666666667
Nacka,0.6064516129032258,2,Mar 2009,3.2597145000000003,135.28780773739743,88.59075
Nacka,-6.085714285714285,3,Feb 2010,4.073734333333333,137.92973286875727,90.35933333333332
Nacka,5.3,3,Apr 2010,3.9735746666666665,137.6100811123986,90.61066666666667
Nacka,10.525806451612903,2,May 2010,3.9234948333333333,137.29190751445086,90.73633333333333
Nacka,-7.712903225806452,2,Jan 2010,4.123814166666667,138.7353971962617,90.23366666666666
Nacka,-1.0225806451612902,5,Mar 2010,4.0236545,137.6100811123986,90.485
Nacka,14.696666666666667,2,Jun 2010,3.8734149999999996,137.29190751445086,90.862
Nacka,20.451612903225808,0,Jul 2010,3.8233351666666664,137.68985507246376,90.98766666666667
Nacka,-0.1433333333333333,3,Nov 2010,3.623015833333333,135.64534551684753,91.49033333333333
Nacka,5.680645161290323,3,Oct 2010,3.6730956666666668,136.11174785100286,91.36466666666666
Nacka,-7.12258064516129,1,Dec 2010,3.572936,134.72206466250708,91.616
Nacka,11.496666666666666,2,Sep 2010,3.7231755,136.5813686026452,91.239
Nacka,16.62258064516129,3,Aug 2010,3.773255333333333,137.68985507246376,91.11333333333333
Nacka,11.03225806451613,3,May 2011,3.59653475,139.28226711560046,92.13975
Nacka,5.3100000000000005,0,Nov 2011,3.62485325,138.35061315496097,92.76825
Nacka,0.5612903225806452,1,Mar 2011,3.58709525,140.14737436476568,91.93025
Nacka,8.013333333333334,0,Apr 2011,3.591815,139.59561304836896,92.035
Nacka,1.935483870967742,2,Dec 2011,3.629573,138.11964385086256,92.873
Nacka,-5.442857142857143,1,Feb 2011,3.5823755,141.10346787947697,91.8255
Nacka,-2.6935483870967745,3,Jan 2011,3.57765575,141.99141876430207,91.72075
Nacka,7.819354838709677,4,Oct 2011,3.6201335,138.65977653631285,92.6635
Nacka,18.822580645161292,1,Jul 2011,3.60597425,139.67416994935283,92.34925
Nacka,16.729032258064517,4,Aug 2011,3.610694,139.67416994935283,92.454
Nacka,13.366666666666667,4,Sep 2011,3.61541375,138.65977653631285,92.55875
Nacka,16.56,4,Jun 2011,3.6012545,139.67416994935283,92.2445
Nacka,17.096774193548388,2,Jul 2012,3.9761068333333336,142.5500279485746,93.77716666666667
Nacka,13.086666666666666,0,Jun 2012,3.926602,141.9944320712695,93.648
Nacka,6.216129032258064,2,Oct 2012,4.124621333333334,141.9944320712695,94.16466666666668
Nacka,-3.7620689655172415,1,Feb 2012,3.728582666666667,142.31138392857142,93.13133333333333
Nacka,11.261290322580646,1,May 2012,3.8770971666666667,141.67888888888888,93.51883333333333
Nacka,-3.325806451612903,1,Dec 2012,4.223631,141.9944320712695,94.423
Nacka,16.193548387096776,3,Aug 2012,4.025611666666666,142.47039106145252,93.90633333333332
Nacka,-1.5258064516129033,1,Jan 2012,3.6790778333333334,143.19034250421112,93.00216666666667
Nacka,3.5935483870967744,3,Mar 2012,3.7780875000000003,141.8364849833148,93.2605
Nacka,3.91,1,Nov 2012,4.1741261666666665,142.31138392857142,94.29383333333332
Nacka,11.733333333333333,1,Sep 2012,4.0751165,141.8364849833148,94.0355
Nacka,4.223333333333334,1,Apr 2012,3.8275923333333335,141.60022209883397,93.38966666666667
Nacka,12.312903225806451,4,May 2013,4.055143083333333,145.04732739420936,95.1705
Nacka,3.94,3,Apr 2013,4.088840666666667,145.2900167317345,95.021
Nacka,-4.209677419354839,1,Jan 2013,4.189933416666666,146.18686868686868,94.5725
Nacka,3.6666666666666665,0,Nov 2013,3.852957583333333,145.20903010033445,96.0675
Nacka,15.883333333333333,2,Jun 2013,4.0214455000000005,145.2900167317345,95.32
Nacka,17.03548387096774,2,Aug 2013,3.9540503333333334,145.37109375,95.619
Nacka,-3.3193548387096774,1,Mar 2013,4.12253825,144.96661101836395,94.8715
Nacka,2.8161290322580643,0,Dec 2013,3.81926,144.80544747081711,96.217
Nacka,12.28,1,Sep 2013,3.92035275,144.80544747081711,95.7685
Nacka,-2.060714285714286,1,Feb 2013,4.156235833333334,145.61486864169927,94.722
Nacka,17.48709677419355,2,Jul 2013,3.9877479166666667,145.53351955307264,95.4695
Nacka,8.119354838709677,2,Oct 2013,3.8866551666666664,145.12813370473538,95.918
Nacka,6.4799999999999995,2,Apr 2014,3.760930333333333,151.40792410714286,96.80666666666667
Nacka,10.380645161290323,1,May 2014,3.7463479166666667,151.3234802007808,96.95408333333333
Nacka,-1.835483870967742,2,Jan 2014,3.804677583333333,152.60011248593926,96.36441666666667
Nacka,3.793548387096774,3,Mar 2014,3.77551275,152.00168067226892,96.65925
Nacka,19.903225806451612,0,Jul 2014,3.717183083333333,151.4924623115578,97.24891666666667
Nacka,1.6821428571428572,2,Feb 2014,3.7900951666666667,151.91657334826428,96.51183333333333
Nacka,8.906451612903226,1,Oct 2014,3.673435833333333,151.3234802007808,97.69116666666667
Nacka,13.48,1,Jun 2014,3.7317655,150.98664440734558,97.1015
Nacka,16.929032258064517,1,Aug 2014,3.7026006666666667,151.6618222470654,97.39633333333333
Nacka,12.766666666666667,2,Sep 2014,3.68801825,151.40792410714286,97.54375
Nacka,4.886666666666667,0,Nov 2014,3.6588534166666666,151.57709497206704,97.83858333333333
Nacka,-0.1419354838709677,0,Dec 2014,3.644271,151.3234802007808,97.986
Nacka,16.374193548387098,1,Jul 2015,3.6402448333333335,156.27877094972067,98.78691666666667
Nacka,17.296774193548387,2,Aug 2015,3.639669666666667,156.62877939529676,98.90133333333333
Nacka,0.46774193548387094,2,Jan 2015,3.643695833333333,157.68827508455468,98.10041666666667
Nacka,0.7749999999999999,1,Feb 2015,3.6431206666666665,156.541130386122,98.21483333333333
Nacka,9.574193548387097,1,May 2015,3.6413951666666664,155.93032329988853,98.55808333333333
Nacka,12.91,2,Sep 2015,3.6390945,156.01728945900726,99.01575
Nacka,13.93,0,Jun 2015,3.6408199999999997,156.36612632755728,98.6725
Nacka,3.2516129032258063,4,Mar 2015,3.6425454999999998,156.45357941834453,98.32925
Nacka,6.663333333333333,1,Apr 2015,3.641970333333333,156.45357941834453,98.44366666666667
Nacka,7.351612903225806,4,Oct 2015,3.6385193333333334,155.8434540389972,99.13016666666667
Nacka,3.296774193548387,0,Dec 2015,3.637369,155.93032329988853,99.359
Nacka,4.403333333333333,1,Nov 2015,3.6379441666666668,156.10435267857142,99.24458333333332
Nacka,14.246666666666666,4,Sep 2016,3.661636,157.34806629834253,100.763
Nacka,12.109677419354838,1,May 2016,3.650850666666667,157.6965669988926,100.139
Nacka,5.3933333333333335,1,Apr 2016,3.6481543333333333,158.04661487236405,99.983
Nacka,-4.745161290322581,4,Jan 2016,3.6400653333333333,159.2841163310962,99.515
Nacka,6.835483870967742,3,Oct 2016,3.6643323333333333,156.8281938325991,100.919
Nacka,1.5064516129032257,2,Dec 2016,3.669725,156.05479452054794,101.231
Nacka,15.57,5,Jun 2016,3.653547,157.6092971776425,100.295
Nacka,17.983870967741936,3,Jul 2016,3.6562433333333333,157.4350469872858,100.451
Nacka,15.993548387096775,3,Aug 2016,3.658939666666667,157.6092971776425,100.607
Nacka,1.5433333333333332,7,Nov 2016,3.667028666666667,156.8281938325991,101.075
Nacka,-0.296551724137931,3,Feb 2016,3.642761666666667,158.75139353400223,99.671
Nacka,2.432258064516129,2,Mar 2016,3.645458,157.9589572933999,99.827
Nacka,-0.4928571428571429,3,Feb 2017,3.703827,160.35049288061336,101.63516666666668
Nacka,10.3,4,May 2017,3.75498,159.3903102885139,102.24141666666667
Nacka,16.151612903225807,6,Aug 2017,3.806133,158.6991869918699,102.84766666666667
Nacka,-0.9290322580645162,6,Jan 2017,3.686776,161.50027578599008,101.43308333333333
Nacka,2.6548387096774193,9,Mar 2017,3.720878,160.43835616438355,101.83725
Nacka,16.525806451612905,2,Jul 2017,3.789082,158.44155844155844,102.64558333333333
Nacka,0.9612903225806452,3,Dec 2017,3.874337,157.67366720516964,103.656
Nacka,3.16,5,Nov 2017,3.857286,158.27027027027026,103.45391666666667
Nacka,14.523333333333333,4,Jun 2017,3.772031,159.30359085963002,102.4435
Nacka,4.236666666666666,3,Apr 2017,3.7379290000000003,159.47712418300654,102.03933333333333
Nacka,12.62,3,Sep 2017,3.8231840000000004,158.44155844155844,103.04975
Nacka,7.516129032258064,4,Oct 2017,3.8402350000000003,158.61321776814734,103.25183333333332
Nacka,14.712903225806452,7,May 2018,3.874337,161.05769230769232,103.656
Nacka,3.8666666666666667,0,Nov 2018,3.874337,159.77742448330685,103.656
Nacka,-2.1,1,Mar 2018,3.874337,162.09677419354838,103.656
Nacka,6.066666666666666,1,Apr 2018,3.874337,161.40256959314775,103.656
Nacka,0.25806451612903225,5,Dec 2018,3.874337,159.10290237467018,103.656
Nacka,-3.8392857142857144,2,Feb 2018,3.874337,162.53369272237197,103.656
Nacka,-0.45161290322580644,4,Jan 2018,3.874337,163.68078175895766,103.656
Nacka,7.770967741935484,5,Oct 2018,3.874337,159.6927966101695,103.656
Nacka,21.225806451612904,3,Jul 2018,3.874337,159.86214209968188,103.656
Nacka,16.24,3,Jun 2018,3.874337,160.71428571428572,103.656
Nacka,13.503333333333334,4,Sep 2018,3.874337,159.43945002644102,103.656
Nacka,18.39032258064516,4,Aug 2018,3.874337,160.201912858661,103.656
Norrtälje,9.161290322580646,2,May 2005,3.9960194166666665,95.1630231105559,54.696
Norrtälje,-2.3107142857142855,1,Feb 2005,4.035697166666666,95.58092848180678,54.636
Norrtälje,13.11,7,Jun 2005,3.9827934999999997,95.1630231105559,54.716
Norrtälje,17.89677419354839,5,Jul 2005,3.9695675833333333,95.52100313479623,54.736
Norrtälje,0.5483870967741936,1,Jan 2005,4.048923083333333,96.00252047889099,54.616
Norrtälje,4.783333333333333,1,Apr 2005,4.009245333333333,95.2225,54.676
Norrtälje,-3.609677419354839,4,Mar 2005,4.02247125,95.34167709637046,54.656
Norrtälje,8.087096774193549,4,Oct 2005,3.929889833333333,94.4550526968382,54.796
Norrtälje,12.553333333333333,1,Sep 2005,3.94311575,94.63105590062112,54.776
Norrtälje,3.9033333333333333,1,Nov 2005,3.916663916666667,94.68986948415164,54.816
Norrtälje,-0.6225806451612904,2,Dec 2005,3.903438,94.68986948415164,54.836
Norrtälje,15.687096774193549,2,Aug 2005,3.9563416666666664,95.34167709637046,54.756
Norrtälje,-4.7,3,Mar 2006,3.55555225,98.5219814241486,54.93325
Norrtälje,3.68,3,Apr 2006,3.4395903333333333,98.03635243376463,54.965666666666664
Norrtälje,-3.282142857142857,1,Feb 2006,3.6715141666666664,99.19763092269326,54.90083333333334
Norrtälje,-3.045161290322581,2,Jan 2006,3.7874760833333334,99.69486215538848,54.86841666666666
Norrtälje,18.093548387096774,1,Aug 2006,2.9757426666666666,97.97598522167488,55.095333333333336
Norrtälje,9.148387096774194,2,May 2006,3.3236284166666668,97.85547355473555,54.998083333333334
Norrtälje,15.036666666666667,5,Jun 2006,3.2076665,97.85547355473555,55.0305
Norrtälje,14.27,4,Sep 2006,2.85978075,97.43600734843845,55.12775
Norrtälje,4.09,1,Nov 2006,2.6278569166666665,97.25733496332518,55.19258333333334
Norrtälje,18.529032258064515,3,Jul 2006,3.091704583333333,98.03635243376463,55.062916666666666
Norrtälje,3.7806451612903227,3,Dec 2006,2.511895,97.25733496332518,55.225
Norrtälje,9.138709677419355,2,Oct 2006,2.743818833333333,97.43600734843845,55.16016666666666
Norrtälje,9.783870967741935,1,May 2007,2.38769625,104.33030852994555,55.35125
Norrtälje,5.996666666666667,3,Apr 2007,2.412536,104.20422960725075,55.326
Norrtälje,16.10322580645161,2,Jul 2007,2.33801675,104.33030852994555,55.40175
Norrtälje,-4.05,0,Feb 2007,2.4622155,105.41442542787286,55.2755
Norrtälje,1.82,2,Nov 2007,2.23865775,102.10657193605684,55.50275
Norrtälje,2.9096774193548387,0,Mar 2007,2.43737575,104.77399756986634,55.30075
Norrtälje,-0.40322580645161293,3,Jan 2007,2.48705525,105.99754148740013,55.25025
Norrtälje,6.838709677419355,5,Oct 2007,2.2634974999999997,102.77592371871275,55.4775
Norrtälje,14.816666666666666,3,Jun 2007,2.3628565,104.1413043478261,55.3765
Norrtälje,16.638709677419353,2,Aug 2007,2.313177,104.33030852994555,55.427
Norrtälje,11.44,1,Sep 2007,2.2883372499999997,103.3301378070701,55.45225
Norrtälje,1.0612903225806452,4,Dec 2007,2.213818,101.92553191489361,55.528
Norrtälje,5.3933333333333335,4,Apr 2008,2.4808936666666668,105.57744009351256,55.661
Norrtälje,1.8758620689655172,1,Feb 2008,2.3473558333333333,107.1429418742586,55.5945
Norrtälje,15.225806451612904,4,Aug 2008,2.7479693333333333,104.78132250580046,55.794
Norrtälje,0.9064516129032258,0,Mar 2008,2.41412475,106.13572267920094,55.62775
Norrtälje,7.661290322580645,4,Oct 2008,2.8815071666666667,103.52034383954155,55.8605
Norrtälje,10.032258064516128,1,May 2008,2.5476625833333335,105.08609656777196,55.69425
Norrtälje,10.653333333333332,2,Sep 2008,2.81473825,103.69862227324914,55.82725
Norrtälje,17.270967741935483,1,Jul 2008,2.6812004166666665,104.72057971014493,55.76075
Norrtälje,0.6064516129032258,1,Dec 2008,3.015045,105.8248388986526,55.927
Norrtälje,1.5838709677419356,3,Jan 2008,2.2805869166666666,107.58963668850507,55.56125
Norrtälje,14.936666666666667,2,Jun 2008,2.6144315000000002,104.59930515344529,55.7275
Norrtälje,2.623333333333333,3,Nov 2008,2.9482760833333335,104.41791907514451,55.89375
Norrtälje,12.773333333333333,4,Sep 2009,4.2968145,106.33469387755102,56.04175
Norrtälje,5.058064516129032,2,Oct 2009,4.439233333333334,106.08726003490402,56.0545
Norrtälje,12.5,2,Jun 2009,3.8695580000000005,106.39673278879813,56.0035
Norrtälje,-2.1483870967741936,4,Dec 2009,4.724071,105.84097504352873,56.08
Norrtälje,-1.8580645161290323,2,Jan 2009,3.1574638333333334,107.20987654320987,55.93975
Norrtälje,6.113333333333333,2,Apr 2009,3.5847203333333337,106.70801638385021,55.978
Norrtälje,16.335483870967742,2,Aug 2009,4.154395666666667,106.64561403508772,56.029
Norrtälje,-2.789285714285714,3,Feb 2009,3.299882666666667,107.20987654320987,55.9525
Norrtälje,16.880645161290325,2,Jul 2009,4.011976833333334,106.89566236811254,56.01625
Norrtälje,4.776666666666666,3,Nov 2009,4.581652166666667,106.08726003490402,56.06725
Norrtälje,0.2806451612903226,1,Mar 2009,3.4423015,106.89566236811254,55.96525
Norrtälje,10.383870967741935,2,May 2009,3.727139166666667,106.64561403508772,55.99075
Norrtälje,-1.9516129032258065,0,Mar 2010,4.5505112500000005,107.65990730011588,56.12125
Norrtälje,-7.716129032258064,3,Jan 2010,4.66621775,108.54030373831776,56.09375
Norrtälje,-7.067741935483871,2,Dec 2010,4.029832,105.40045377197958,56.245
Norrtälje,13.496666666666666,0,Jun 2010,4.3769515000000006,107.41098265895954,56.1625
Norrtälje,16.267741935483873,1,Aug 2010,4.261245,107.7223188405797,56.19
Norrtälje,11.36,2,Sep 2010,4.20339175,106.85508913168488,56.20375
Norrtälje,-6.671428571428572,0,Feb 2010,4.6083645,107.90998838559814,56.1075
Norrtälje,19.93225806451613,1,Jul 2010,4.31909825,107.7223188405797,56.17625
Norrtälje,-0.49666666666666665,0,Nov 2010,4.08768525,106.12278697886921,56.23125
Norrtälje,4.086666666666667,1,Apr 2010,4.4926580000000005,107.65990730011588,56.135
Norrtälje,9.167741935483871,3,May 2010,4.4348047500000005,107.41098265895954,56.14875
Norrtälje,5.606451612903226,2,Oct 2010,4.1455385,106.48767908309456,56.2175
Norrtälje,-6.489285714285714,1,Feb 2011,4.058754833333333,110.06992609437181,56.30983333333334
Norrtälje,-0.10000000000000002,2,Mar 2011,4.07321625,109.32411067193677,56.34225
Norrtälje,10.27741935483871,1,May 2011,4.102139083333333,108.64927048260381,56.40708333333333
Norrtälje,6.49,3,Apr 2011,4.087677666666667,108.89370078740157,56.37466666666666
Norrtälje,-2.990322580645161,2,Jan 2011,4.044293416666666,110.76258581235697,56.27741666666667
Norrtälje,18.174193548387098,3,Jul 2011,4.131061916666667,108.95498030388295,56.471916666666665
Norrtälje,5.133333333333333,1,Nov 2011,4.188907583333334,107.92251950947603,56.60158333333334
Norrtälje,15.583333333333334,2,Jun 2011,4.1166005000000006,108.95498030388295,56.4395
Norrtälje,16.43225806451613,3,Aug 2011,4.145523333333333,108.95498030388295,56.504333333333335
Norrtälje,1.7580645161290323,3,Dec 2011,4.203369,107.74234835837507,56.634
Norrtälje,7.725806451612903,2,Oct 2011,4.174446166666667,108.16368715083799,56.56916666666667
Norrtälje,13.09,3,Sep 2011,4.1599847500000005,108.16368715083799,56.53675
Norrtälje,9.993548387096775,3,May 2012,4.349594,110.49722222222222,56.721916666666665
Norrtälje,-4.2,1,Feb 2012,4.261859,110.99051339285714,56.66916666666666
Norrtälje,12.533333333333333,3,Jun 2012,4.378839,110.74331848552339,56.7395
Norrtälje,16.52258064516129,1,Jul 2012,4.408084000000001,111.17663499161543,56.757083333333334
Norrtälje,-1.5967741935483872,0,Jan 2012,4.232614,111.67602470522179,56.651583333333335
Norrtälje,3.5966666666666667,2,Apr 2012,4.320349,110.43586896168794,56.70433333333334
Norrtälje,2.7129032258064516,3,Mar 2012,4.291104000000001,110.62013348164628,56.68675
Norrtälje,6.070967741935484,2,Oct 2012,4.495819,110.74331848552339,56.80983333333334
Norrtälje,11.713333333333333,1,Sep 2012,4.466574,110.62013348164628,56.79225
Norrtälje,3.7733333333333334,3,Nov 2012,4.525064,110.99051339285714,56.827416666666664
Norrtälje,-3.6483870967741936,3,Dec 2012,4.554309,110.74331848552339,56.845
Norrtälje,15.983870967741936,2,Aug 2012,4.437329,111.1145251396648,56.77466666666666
Norrtälje,-4.245161290322581,3,Mar 2013,4.449744,112.6816917084029,57.02575
Norrtälje,3.1066666666666665,4,Apr 2013,4.414889,112.93307306190742,57.086
Norrtälje,11.625806451612902,2,May 2013,4.380034,112.74443207126949,57.14625
Norrtälje,-1.9821428571428572,3,Feb 2013,4.484599,113.18557853549468,56.9655
Norrtälje,3.5866666666666664,2,Nov 2013,4.170904,112.8701226309922,57.50775
Norrtälje,-4.148387096774194,2,Jan 2013,4.519454,113.63019079685746,56.90525
Norrtälje,16.52258064516129,0,Aug 2013,4.275469,112.99609375,57.327
Norrtälje,7.803225806451613,9,Oct 2013,4.205759,112.80724233983287,57.4475
Norrtälje,15.13,3,Jun 2013,4.345179,112.93307306190742,57.2065
Norrtälje,12.133333333333333,6,Sep 2013,4.240614,112.55642023346303,57.38725
Norrtälje,16.43548387096774,2,Jul 2013,4.310324,113.12234636871509,57.26675
Norrtälje,2.458064516129032,0,Dec 2013,4.136049,112.55642023346303,57.568
Norrtälje,9.519354838709678,1,May 2014,3.994973583333333,116.66424986056887,58.02675
Norrtälje,5.48,5,Apr 2014,4.023188666666666,116.72935267857143,57.935
Norrtälje,1.5785714285714285,4,Feb 2014,4.079618833333333,117.12150055991042,57.7515
Norrtälje,19.106451612903225,1,Jul 2014,3.9385434166666666,116.79452819653825,58.21025
Norrtälje,8.474193548387097,1,Oct 2014,3.8538981666666663,116.66424986056887,58.4855
Norrtälje,-2.229032258064516,2,Jan 2014,4.107833916666666,117.64848143982002,57.65975
Norrtälje,16.52258064516129,2,Aug 2014,3.910328333333333,116.92509782001117,58.302
Norrtälje,4.543333333333333,1,Nov 2014,3.8256830833333333,116.85977653631285,58.57725
Norrtälje,3.161290322580645,7,Mar 2014,4.0514037499999995,117.18711484593838,57.84325
Norrtälje,12.456666666666667,1,Sep 2014,3.8821132499999997,116.72935267857143,58.39375
Norrtälje,12.393333333333333,4,Jun 2014,3.9667585,116.4045631608236,58.1185
Norrtälje,-0.49032258064516127,2,Dec 2014,3.797468,116.66424986056887,58.669
Norrtälje,16.74516129032258,1,Aug 2015,3.7101786666666667,120.43057110862262,59.169666666666664
Norrtälje,16.01290322580645,3,Jul 2015,3.721089833333333,120.16145251396648,59.107083333333335
Norrtälje,0.7714285714285714,1,Feb 2015,3.7756456666666667,120.36317851147174,58.79416666666666
Norrtälje,12.853333333333333,3,Sep 2015,3.6992675,119.96040156162856,59.23225
Norrtälje,2.6451612903225805,4,Mar 2015,3.7647345,120.29586129753915,58.85675
Norrtälje,9.038709677419355,2,May 2015,3.7429121666666667,119.89353400222966,58.98191666666666
Norrtälje,0.31935483870967746,3,Jan 2015,3.786556833333333,121.24520856820745,58.73158333333333
Norrtälje,13.136666666666667,3,Jun 2015,3.732001,120.22861934041364,59.0445
Norrtälje,6.690322580645161,2,Oct 2015,3.688356333333333,119.82674094707521,59.29483333333334
Norrtälje,5.766666666666667,4,Apr 2015,3.753823333333333,120.29586129753915,58.919333333333334
Norrtälje,2.6193548387096777,7,Dec 2015,3.666534,119.89353400222966,59.42
Norrtälje,4.406666666666666,2,Nov 2015,3.6774451666666668,120.02734375,59.357416666666666
Norrtälje,13.563333333333333,4,Sep 2016,3.58280625,121.54696132596685,60.461
Norrtälje,6.7290322580645165,2,Oct 2016,3.573503166666667,121.1453744493392,60.57666666666666
Norrtälje,14.453333333333333,3,Jun 2016,3.6107155,121.74875484228002,60.114
